ALLER_TYPE,RETURN_TYPE,AIRLINE_ALLER,AIRLINE_RETOUR,CITY_ARRIVAL,CITY_DEPARTURE,DATE_DE_DEPART,DATE_DE_RETOUR,HOR_ARRI,HOR_DEP,HOR_DEP_RETOUR,HOR_RETOUR,PRICE,FLIGHT_DURATION_DEPARTURE,FLIGHT_DURATION_RETURN,SEASON,FLIGHT_ROUTE,PRICE_CATEGORY
Vol direct,Vol direct,Singapore Airlines,Delta Air Lines,Delhi,Amsterdam,2023-04-25,2023-04-30,01:42:00,03:17:00,16:19:00,23:11:00,148,95,412,Spring,Amsterdam - Delhi,Budget
2 esclaes,1 escale,Etihad Airways,Delta Air Lines,Rabat,Stockholm,2023-01-02,2023-04-13,06:12:00,06:44:00,12:26:00,18:00:00,826,32,334,Winter,Stockholm - Rabat,Premium
Vol direct,2 escales,Qatar Airways,Ryanair,Los Angeles,Casablanca,2023-07-04,2023-07-21,06:59:00,00:11:00,00:26:00,09:12:00,679,408,526,Summer,Casablanca - Los Angeles,Premium
1 esclae,1 escale,Finnair,China Eastern Airlines,Rabat,Cairo,2023-06-15,2023-06-17,06:59:00,17:39:00,10:36:00,16:20:00,569,640,344,Summer,Cairo - Rabat,Premium
2 esclaes,Vol direct,Lufthansa,Delta Air Lines,Rabat,Cairo,2023-06-16,2023-07-30,06:16:00,16:00:00,12:39:00,17:38:00,384,584,299,Summer,Cairo - Rabat,Standard
Vol direct,Vol direct,Etihad Airways,United Airlines,Dublin,Amsterdam,2023-01-04,2023-02-16,01:28:00,07:09:00,03:54:00,23:03:00,521,341,1149,Winter,Amsterdam - Dublin,Premium
2 esclaes,2 escales,KLM Royal Dutch Airlines,Air Canada,New York,Copenhagen,2023-01-28,2023-03-12,03:53:00,22:15:00,10:48:00,16:22:00,379,1102,334,Winter,Copenhagen - New York,Standard
2 esclaes,1 escale,ANA - All Nippon Airways,ANA - All Nippon Airways,Vienna,San Francisco,2023-03-20,2023-05-24,01:27:00,08:23:00,21:33:00,22:19:00,922,416,46,Spring,San Francisco - Vienna,Premium
2 esclaes,1 escale,Finnair,Ryanair,Delhi,Berlin,2023-05-29,2023-06-06,04:51:00,02:32:00,19:07:00,23:20:00,851,139,253,Spring,Berlin - Delhi,Premium
2 esclaes,2 escales,Emirates,Southwest Airlines,Barcelona,Stockholm,2023-06-13,2023-07-18,03:54:00,09:53:00,15:24:00,16:44:00,72,359,80,Summer,Stockholm - Barcelona,Budget
1 esclae,1 escale,Turkish Airlines,Southwest Airlines,Rio de Janeiro,Dublin,2023-05-31,2023-07-21,01:48:00,05:48:00,00:10:00,04:05:00,437,240,235,Spring,Dublin - Rio de Janeiro,Standard
2 esclaes,2 escales,Alitalia,Air France,Amsterdam,Rio de Janeiro,2023-07-29,2023-07-31,03:00:00,04:22:00,11:04:00,15:01:00,478,82,237,Summer,Rio de Janeiro - Amsterdam,Standard
Vol direct,1 escale,Finnair,American Airlines,Athens,New York,2023-06-27,2023-07-01,02:09:00,00:09:00,15:08:00,20:33:00,385,120,325,Summer,New York - Athens,Standard
1 esclae,2 escales,British Airways,Singapore Airlines,London,Los Angeles,2023-07-18,2023-07-23,03:00:00,19:15:00,10:30:00,12:32:00,370,975,122,Summer,Los Angeles - London,Standard
2 esclaes,Vol direct,Cathay Pacific,Finnair,Berlin,Istanbul,2023-07-11,2023-07-29,03:31:00,12:58:00,20:32:00,21:40:00,329,567,68,Summer,Istanbul - Berlin,Standard
1 esclae,Vol direct,China Eastern Airlines,JetBlue Airways,Vienna,Casablanca,2023-03-24,2023-05-22,02:57:00,16:59:00,18:42:00,22:47:00,401,842,245,Spring,Casablanca - Vienna,Standard
1 esclae,1 escale,United Airlines,China Eastern Airlines,Sydney,Tokyo,2023-02-20,2023-07-07,01:52:00,06:07:00,12:03:00,13:11:00,349,255,68,Winter,Tokyo - Sydney,Standard
2 esclaes,1 escale,United Airlines,Virgin Atlantic,Barcelona,Dublin,2023-07-18,2023-07-29,06:50:00,23:10:00,13:53:00,22:43:00,780,980,530,Summer,Dublin - Barcelona,Premium
Vol direct,Vol direct,Alitalia,Ryanair,Istanbul,Fes,2023-07-13,2023-07-18,04:04:00,20:20:00,05:02:00,14:48:00,843,976,586,Summer,Fes - Istanbul,Premium
1 esclae,2 escales,Singapore Airlines,Turkish Airlines,Los Angeles,Copenhagen,2023-04-03,2023-04-28,03:01:00,09:41:00,07:26:00,12:42:00,870,400,316,Spring,Copenhagen - Los Angeles,Premium
1 esclae,2 escales,Finnair,ANA - All Nippon Airways,Los Angeles,Rio de Janeiro,2023-04-28,2023-06-02,05:53:00,04:36:00,01:58:00,18:07:00,956,77,969,Spring,Rio de Janeiro - Los Angeles,Premium
1 esclae,1 escale,Air France,Ryanair,Tokyo,Copenhagen,2023-06-08,2023-06-14,01:40:00,09:12:00,12:06:00,21:54:00,653,452,588,Summer,Copenhagen - Tokyo,Premium
2 esclaes,Vol direct,Singapore Airlines,Delta Air Lines,Tangier,London,2023-06-08,2023-06-28,06:53:00,21:58:00,13:37:00,23:47:00,626,905,610,Summer,London - Tangier,Premium
1 esclae,2 escales,JetBlue Airways,Air France,Los Angeles,Marrakech,2023-06-05,2023-06-30,03:38:00,13:31:00,07:56:00,19:05:00,67,593,669,Summer,Marrakech - Los Angeles,Budget
2 esclaes,1 escale,British Airways,Finnair,Los Angeles,Rome,2023-06-20,2023-06-30,03:38:00,23:18:00,07:37:00,14:02:00,736,1180,385,Summer,Rome - Los Angeles,Premium
2 esclaes,2 escales,Qatar Airways,Ryanair,New York,Istanbul,2023-04-06,2023-06-04,02:56:00,12:32:00,19:03:00,22:26:00,91,576,203,Spring,Istanbul - New York,Budget
1 esclae,2 escales,Virgin Atlantic,Virgin Atlantic,Dublin,Delhi,2023-02-01,2023-06-11,01:49:00,05:22:00,07:07:00,16:16:00,617,213,549,Winter,Delhi - Dublin,Premium
2 esclaes,2 escales,Southwest Airlines,KLM Royal Dutch Airlines,Copenhagen,New York,2023-03-04,2023-04-28,01:58:00,13:59:00,13:47:00,21:06:00,180,721,439,Spring,New York - Copenhagen,Budget
2 esclaes,1 escale,Air Canada,Delta Air Lines,New York,Moscow,2023-04-05,2023-07-02,01:08:00,06:22:00,17:23:00,17:53:00,949,314,30,Spring,Moscow - New York,Premium
2 esclaes,1 escale,Etihad Airways,Japan Airlines,Cairo,New York,2023-05-04,2023-07-25,01:00:00,07:46:00,01:59:00,12:50:00,368,406,651,Spring,New York - Cairo,Standard
Vol direct,1 escale,American Airlines,Ryanair,Sydney,Casablanca,2023-04-01,2023-04-23,05:16:00,21:42:00,13:55:00,23:48:00,307,986,593,Spring,Casablanca - Sydney,Standard
Vol direct,2 escales,ANA - All Nippon Airways,Qantas,Los Angeles,New York,2023-07-17,2023-07-28,03:49:00,23:51:00,21:00:00,22:00:00,801,1202,60,Summer,New York - Los Angeles,Premium
1 esclae,Vol direct,JetBlue Airways,Virgin Atlantic,Istanbul,Tangier,2023-03-10,2023-05-31,02:37:00,10:58:00,07:09:00,19:38:00,294,501,749,Spring,Tangier - Istanbul,Standard
2 esclaes,1 escale,Turkish Airlines,Qantas,San Francisco,Delhi,2023-07-24,2023-07-30,02:21:00,18:24:00,15:38:00,16:43:00,239,963,65,Summer,Delhi - San Francisco,Standard
1 esclae,1 escale,Air France,Air France,Rio de Janeiro,Paris,2023-02-05,2023-07-21,02:45:00,18:57:00,08:07:00,12:17:00,800,972,250,Winter,Paris - Rio de Janeiro,Premium
2 esclaes,2 escales,British Airways,KLM Royal Dutch Airlines,Los Angeles,Casablanca,2023-06-29,2023-07-16,01:37:00,06:49:00,13:51:00,14:10:00,900,312,19,Summer,Casablanca - Los Angeles,Premium
Vol direct,1 escale,Delta Air Lines,Qatar Airways,San Francisco,Marrakech,2023-03-26,2023-04-22,06:57:00,19:59:00,08:13:00,14:30:00,583,782,377,Spring,Marrakech - San Francisco,Premium
1 esclae,Vol direct,Qantas,British Airways,Athens,Marrakech,2023-05-09,2023-06-24,01:22:00,07:08:00,02:58:00,17:51:00,837,346,893,Spring,Marrakech - Athens,Premium
2 esclaes,Vol direct,Singapore Airlines,Etihad Airways,Rabat,San Francisco,2023-05-29,2023-07-24,05:50:00,09:46:00,19:05:00,20:14:00,956,236,69,Spring,San Francisco - Rabat,Premium
2 esclaes,2 escales,American Airlines,JetBlue Airways,Stockholm,Delhi,2023-01-28,2023-07-23,05:55:00,02:01:00,02:01:00,05:54:00,353,234,233,Winter,Delhi - Stockholm,Standard
1 esclae,1 escale,Alitalia,British Airways,Amsterdam,Rome,2023-05-30,2023-07-05,03:55:00,12:53:00,07:29:00,21:35:00,958,538,846,Spring,Rome - Amsterdam,Premium
1 esclae,Vol direct,Etihad Airways,Air Canada,Athens,Amsterdam,2023-04-03,2023-05-15,01:19:00,08:55:00,04:28:00,12:32:00,417,456,484,Spring,Amsterdam - Athens,Standard
1 esclae,1 escale,Qatar Airways,Lufthansa,Tokyo,Rabat,2023-01-14,2023-04-30,01:56:00,20:06:00,12:46:00,18:09:00,268,1090,323,Winter,Rabat - Tokyo,Standard
Vol direct,Vol direct,ANA - All Nippon Airways,Emirates,Tangier,Los Angeles,2023-02-22,2023-04-14,05:30:00,14:36:00,10:30:00,15:16:00,426,546,286,Winter,Los Angeles - Tangier,Standard
2 esclaes,2 escales,KLM Royal Dutch Airlines,Singapore Airlines,Rio de Janeiro,Tangier,2023-06-21,2023-07-24,04:05:00,06:13:00,05:07:00,09:54:00,801,128,287,Summer,Tangier - Rio de Janeiro,Premium
1 esclae,2 escales,Southwest Airlines,ANA - All Nippon Airways,London,Cairo,2023-04-02,2023-04-14,01:27:00,09:31:00,20:16:00,22:02:00,648,484,106,Spring,Cairo - London,Premium
Vol direct,1 escale,Ryanair,Lufthansa,Sydney,Casablanca,2023-07-18,2023-07-21,03:33:00,09:01:00,10:50:00,23:57:00,875,328,787,Summer,Casablanca - Sydney,Premium
Vol direct,1 escale,Cathay Pacific,JetBlue Airways,Delhi,Athens,2023-07-01,2023-07-07,06:48:00,05:15:00,16:58:00,20:01:00,134,93,183,Summer,Athens - Delhi,Budget
Vol direct,1 escale,KLM Royal Dutch Airlines,American Airlines,Copenhagen,Cairo,2023-05-18,2023-06-10,06:34:00,01:14:00,17:33:00,19:57:00,65,320,144,Spring,Cairo - Copenhagen,Budget
1 esclae,Vol direct,British Airways,Delta Air Lines,Rome,Barcelona,2023-03-28,2023-06-03,03:03:00,05:29:00,21:25:00,22:26:00,947,146,61,Spring,Barcelona - Rome,Premium
2 esclaes,2 escales,Ryanair,AirAsia,Fes,San Francisco,2023-01-29,2023-05-21,05:35:00,01:09:00,09:50:00,11:42:00,597,266,112,Winter,San Francisco - Fes,Premium
Vol direct,1 escale,China Eastern Airlines,JetBlue Airways,Paris,Rabat,2023-03-30,2023-07-26,06:19:00,08:16:00,12:13:00,18:16:00,204,117,363,Spring,Rabat - Paris,Standard
1 esclae,Vol direct,American Airlines,Ryanair,Amsterdam,Berlin,2023-03-20,2023-05-31,03:52:00,19:05:00,03:45:00,11:01:00,278,913,436,Spring,Berlin - Amsterdam,Standard
1 esclae,2 escales,Delta Air Lines,Finnair,Los Angeles,Cairo,2023-01-03,2023-07-30,01:40:00,12:30:00,07:04:00,23:18:00,863,650,974,Winter,Cairo - Los Angeles,Premium
2 esclaes,Vol direct,ANA - All Nippon Airways,KLM Royal Dutch Airlines,London,Barcelona,2023-01-05,2023-05-20,02:29:00,05:33:00,15:53:00,16:33:00,860,184,40,Winter,Barcelona - London,Premium
2 esclaes,1 escale,KLM Royal Dutch Airlines,British Airways,Moscow,Berlin,2023-03-11,2023-05-30,01:04:00,09:56:00,18:22:00,23:30:00,102,532,308,Spring,Berlin - Moscow,Budget
2 esclaes,Vol direct,Turkish Airlines,Turkish Airlines,Delhi,Rio de Janeiro,2023-04-15,2023-04-24,06:45:00,02:23:00,05:16:00,08:52:00,258,262,216,Spring,Rio de Janeiro - Delhi,Standard
Vol direct,2 escales,Qatar Airways,Ryanair,Amsterdam,Tokyo,2023-03-30,2023-04-10,02:05:00,10:23:00,00:24:00,12:22:00,610,498,718,Spring,Tokyo - Amsterdam,Premium
2 esclaes,2 escales,Qatar Airways,Turkish Airlines,Vienna,New York,2023-04-26,2023-05-31,03:00:00,12:06:00,10:21:00,17:49:00,151,546,448,Spring,New York - Vienna,Budget
2 esclaes,1 escale,British Airways,American Airlines,Stockholm,Cairo,2023-04-26,2023-07-03,03:11:00,16:54:00,23:05:00,23:47:00,887,823,42,Spring,Cairo - Stockholm,Premium
1 esclae,Vol direct,Air France,Emirates,London,Copenhagen,2023-03-02,2023-05-30,02:49:00,12:21:00,02:29:00,07:25:00,539,572,296,Spring,Copenhagen - London,Premium
Vol direct,1 escale,ANA - All Nippon Airways,Turkish Airlines,San Francisco,Delhi,2023-05-10,2023-07-05,06:09:00,06:58:00,02:38:00,08:42:00,813,49,364,Spring,Delhi - San Francisco,Premium
1 esclae,2 escales,Finnair,Cathay Pacific,Delhi,Tangier,2023-04-10,2023-05-14,06:24:00,07:13:00,05:15:00,13:32:00,663,49,497,Spring,Tangier - Delhi,Premium
1 esclae,Vol direct,Southwest Airlines,Ryanair,Paris,Copenhagen,2023-05-23,2023-05-28,05:32:00,14:48:00,12:10:00,12:37:00,816,556,27,Spring,Copenhagen - Paris,Premium
Vol direct,1 escale,Japan Airlines,Air Canada,Berlin,Copenhagen,2023-07-16,2023-07-20,04:32:00,01:13:00,05:18:00,06:28:00,720,199,70,Summer,Copenhagen - Berlin,Premium
2 esclaes,2 escales,Qantas,Ryanair,London,Rome,2023-06-08,2023-07-16,02:49:00,20:14:00,15:09:00,20:30:00,144,1045,321,Summer,Rome - London,Budget
Vol direct,Vol direct,British Airways,Royal Air Maroc,Paris,Delhi,2023-01-26,2023-05-11,02:48:00,20:20:00,20:33:00,23:34:00,335,1052,181,Winter,Delhi - Paris,Standard
2 esclaes,Vol direct,Finnair,Emirates,Istanbul,Casablanca,2023-07-07,2023-07-22,05:25:00,23:43:00,16:45:00,22:22:00,128,1098,337,Summer,Casablanca - Istanbul,Budget
1 esclae,1 escale,Turkish Airlines,Qantas,Rio de Janeiro,New York,2023-01-31,2023-05-27,04:11:00,10:45:00,11:18:00,22:02:00,157,394,644,Winter,New York - Rio de Janeiro,Budget
2 esclaes,2 escales,Air France,JetBlue Airways,Stockholm,Los Angeles,2023-07-05,2023-07-13,06:58:00,20:00:00,09:02:00,14:59:00,904,782,357,Summer,Los Angeles - Stockholm,Premium
2 esclaes,1 escale,Alitalia,Air France,Vienna,Los Angeles,2023-06-13,2023-07-20,06:14:00,04:08:00,09:37:00,15:57:00,644,126,380,Summer,Los Angeles - Vienna,Premium
2 esclaes,1 escale,Southwest Airlines,Finnair,New York,Moscow,2023-04-29,2023-07-25,05:56:00,14:48:00,01:55:00,10:33:00,705,532,518,Spring,Moscow - New York,Premium
2 esclaes,2 escales,Air Canada,Singapore Airlines,Sydney,New York,2023-04-18,2023-07-01,01:41:00,22:54:00,14:49:00,16:32:00,748,1273,103,Spring,New York - Sydney,Premium
1 esclae,Vol direct,Finnair,Lufthansa,Cairo,Barcelona,2023-06-15,2023-07-28,01:51:00,21:35:00,03:05:00,03:30:00,160,1184,25,Summer,Barcelona - Cairo,Budget
Vol direct,Vol direct,Virgin Atlantic,Lufthansa,London,Istanbul,2023-05-28,2023-07-07,04:05:00,11:00:00,14:34:00,21:06:00,187,415,392,Spring,Istanbul - London,Budget
1 esclae,Vol direct,American Airlines,Qantas,Stockholm,Sydney,2023-04-04,2023-07-26,01:34:00,12:30:00,08:53:00,13:43:00,632,656,290,Spring,Sydney - Stockholm,Premium
2 esclaes,1 escale,Ryanair,Ryanair,Vienna,Casablanca,2023-07-30,2023-07-31,03:14:00,16:34:00,08:53:00,12:12:00,270,800,199,Summer,Casablanca - Vienna,Standard
Vol direct,Vol direct,Delta Air Lines,British Airways,Rabat,Sydney,2023-05-28,2023-06-02,03:20:00,12:39:00,13:29:00,17:25:00,218,559,236,Spring,Sydney - Rabat,Standard
1 esclae,2 escales,AirAsia,Southwest Airlines,Barcelona,Casablanca,2023-02-12,2023-06-15,05:11:00,06:21:00,03:10:00,22:38:00,841,70,1168,Winter,Casablanca - Barcelona,Premium
2 esclaes,Vol direct,Turkish Airlines,Delta Air Lines,Rio de Janeiro,Berlin,2023-07-18,2023-07-27,02:54:00,15:48:00,05:39:00,21:42:00,698,774,963,Summer,Berlin - Rio de Janeiro,Premium
1 esclae,Vol direct,Virgin Atlantic,China Eastern Airlines,Fes,Tokyo,2023-03-31,2023-04-11,05:45:00,12:20:00,09:37:00,21:25:00,919,395,708,Spring,Tokyo - Fes,Premium
1 esclae,Vol direct,Air Canada,Royal Air Maroc,Sydney,Marrakech,2023-02-06,2023-04-13,01:45:00,08:46:00,16:49:00,23:02:00,550,421,373,Winter,Marrakech - Sydney,Premium
Vol direct,1 escale,Finnair,Delta Air Lines,Paris,Copenhagen,2023-04-12,2023-05-06,02:55:00,23:15:00,01:02:00,07:30:00,899,1220,388,Spring,Copenhagen - Paris,Premium
2 esclaes,2 escales,Royal Air Maroc,Etihad Airways,Rio de Janeiro,San Francisco,2023-07-03,2023-07-06,02:24:00,08:05:00,16:30:00,17:41:00,292,341,71,Summer,San Francisco - Rio de Janeiro,Standard
1 esclae,1 escale,Emirates,Virgin Atlantic,Los Angeles,Istanbul,2023-03-16,2023-07-03,06:51:00,08:36:00,07:34:00,12:47:00,918,105,313,Spring,Istanbul - Los Angeles,Premium
Vol direct,2 escales,Air France,JetBlue Airways,Rome,Casablanca,2023-03-02,2023-03-10,06:04:00,21:39:00,10:45:00,13:42:00,316,935,177,Spring,Casablanca - Rome,Standard
Vol direct,Vol direct,American Airlines,Royal Air Maroc,Istanbul,Sydney,2023-05-04,2023-07-13,04:01:00,18:40:00,11:43:00,22:16:00,955,879,633,Spring,Sydney - Istanbul,Premium
1 esclae,1 escale,Qantas,Singapore Airlines,New York,Copenhagen,2023-04-18,2023-05-18,01:14:00,18:12:00,21:54:00,23:45:00,798,1018,111,Spring,Copenhagen - New York,Premium
Vol direct,2 escales,British Airways,Southwest Airlines,Rio de Janeiro,Sydney,2023-02-12,2023-02-16,05:52:00,17:40:00,17:02:00,22:43:00,552,708,341,Winter,Sydney - Rio de Janeiro,Premium
1 esclae,Vol direct,Ryanair,Ryanair,Tokyo,Tangier,2023-05-26,2023-05-28,06:45:00,15:21:00,18:16:00,21:42:00,928,516,206,Spring,Tangier - Tokyo,Premium
2 esclaes,2 escales,Etihad Airways,Finnair,Rome,Berlin,2023-03-01,2023-04-09,05:34:00,20:06:00,14:28:00,16:32:00,400,872,124,Spring,Berlin - Rome,Standard
Vol direct,2 escales,Etihad Airways,Air Canada,London,San Francisco,2023-07-19,2023-07-22,04:27:00,21:32:00,05:43:00,10:23:00,570,1025,280,Summer,San Francisco - London,Premium
Vol direct,1 escale,Ryanair,JetBlue Airways,London,New York,2023-01-13,2023-02-12,05:42:00,21:39:00,09:48:00,12:23:00,205,957,155,Winter,New York - London,Standard
Vol direct,2 escales,Delta Air Lines,American Airlines,Berlin,Amsterdam,2023-03-10,2023-03-19,02:53:00,09:47:00,11:14:00,21:44:00,417,414,630,Spring,Amsterdam - Berlin,Standard
1 esclae,1 escale,Qatar Airways,ANA - All Nippon Airways,Amsterdam,Paris,2023-05-27,2023-07-19,02:44:00,18:34:00,21:21:00,22:35:00,173,950,74,Spring,Paris - Amsterdam,Budget
2 esclaes,1 escale,Etihad Airways,KLM Royal Dutch Airlines,Stockholm,New York,2023-06-07,2023-07-17,02:32:00,13:33:00,09:48:00,15:11:00,616,661,323,Summer,New York - Stockholm,Premium
2 esclaes,2 escales,Cathay Pacific,JetBlue Airways,Fes,Stockholm,2023-04-15,2023-06-28,06:55:00,20:39:00,05:30:00,19:35:00,643,824,845,Spring,Stockholm - Fes,Premium
2 esclaes,1 escale,Ryanair,Japan Airlines,Paris,Dublin,2023-05-16,2023-07-24,05:38:00,09:45:00,17:24:00,22:58:00,488,247,334,Spring,Dublin - Paris,Standard
1 esclae,2 escales,Air France,Singapore Airlines,Istanbul,Copenhagen,2023-02-24,2023-07-20,03:11:00,00:24:00,10:34:00,17:20:00,589,167,406,Winter,Copenhagen - Istanbul,Premium
Vol direct,2 escales,Royal Air Maroc,Qatar Airways,San Francisco,Dublin,2023-06-22,2023-07-16,05:43:00,17:18:00,18:06:00,23:34:00,418,695,328,Summer,Dublin - San Francisco,Standard
2 esclaes,1 escale,China Eastern Airlines,Lufthansa,Marrakech,Tangier,2023-03-09,2023-05-28,06:33:00,06:08:00,16:59:00,20:52:00,836,25,233,Spring,Tangier - Marrakech,Premium
2 esclaes,1 escale,Air Canada,Turkish Airlines,Cairo,Tangier,2023-01-13,2023-06-23,06:10:00,18:38:00,22:36:00,23:37:00,369,748,61,Winter,Tangier - Cairo,Standard
Vol direct,1 escale,China Eastern Airlines,Cathay Pacific,Stockholm,Rome,2023-06-01,2023-07-21,04:58:00,17:34:00,14:55:00,22:01:00,990,756,426,Summer,Rome - Stockholm,Premium
Vol direct,2 escales,Lufthansa,Japan Airlines,Los Angeles,Amsterdam,2023-06-30,2023-07-22,01:34:00,08:28:00,02:35:00,03:09:00,480,414,34,Summer,Amsterdam - Los Angeles,Standard
1 esclae,Vol direct,AirAsia,Japan Airlines,Amsterdam,Vienna,2023-04-29,2023-06-28,02:22:00,06:44:00,22:44:00,23:13:00,680,262,29,Spring,Vienna - Amsterdam,Premium
1 esclae,2 escales,Royal Air Maroc,AirAsia,Stockholm,Moscow,2023-03-11,2023-03-28,06:08:00,07:44:00,17:27:00,21:45:00,256,96,258,Spring,Moscow - Stockholm,Standard
Vol direct,1 escale,JetBlue Airways,Air Canada,Cairo,Marrakech,2023-06-18,2023-06-27,01:27:00,07:44:00,17:20:00,21:09:00,780,377,229,Summer,Marrakech - Cairo,Premium
1 esclae,1 escale,Air Canada,Air Canada,Amsterdam,Rome,2023-06-12,2023-07-30,03:59:00,06:46:00,17:23:00,19:44:00,487,167,141,Summer,Rome - Amsterdam,Standard
1 esclae,Vol direct,China Eastern Airlines,Japan Airlines,Barcelona,Istanbul,2023-03-19,2023-06-03,01:12:00,00:47:00,11:13:00,21:43:00,897,25,630,Spring,Istanbul - Barcelona,Premium
2 esclaes,Vol direct,AirAsia,Virgin Atlantic,Delhi,New York,2023-02-03,2023-07-21,01:09:00,11:53:00,21:03:00,22:26:00,373,644,83,Winter,New York - Delhi,Standard
1 esclae,2 escales,Ryanair,Virgin Atlantic,Casablanca,Tokyo,2023-01-18,2023-07-22,02:07:00,18:41:00,06:17:00,07:48:00,446,994,91,Winter,Tokyo - Casablanca,Standard
Vol direct,2 escales,Air France,Air France,Istanbul,Tokyo,2023-02-08,2023-02-28,03:57:00,05:45:00,18:05:00,19:52:00,897,108,107,Winter,Tokyo - Istanbul,Premium
Vol direct,1 escale,Qantas,United Airlines,Delhi,Istanbul,2023-02-24,2023-05-06,01:20:00,20:12:00,07:01:00,15:50:00,87,1132,529,Winter,Istanbul - Delhi,Budget
2 esclaes,1 escale,British Airways,American Airlines,Rio de Janeiro,Marrakech,2023-02-28,2023-03-17,04:45:00,15:08:00,11:18:00,21:56:00,970,623,638,Winter,Marrakech - Rio de Janeiro,Premium
2 esclaes,Vol direct,Cathay Pacific,Royal Air Maroc,Dublin,Copenhagen,2023-06-19,2023-07-02,01:11:00,05:43:00,19:48:00,22:07:00,448,272,139,Summer,Copenhagen - Dublin,Standard
2 esclaes,1 escale,Ryanair,China Eastern Airlines,Berlin,Moscow,2023-04-26,2023-05-09,03:58:00,19:16:00,14:22:00,19:49:00,127,918,327,Spring,Moscow - Berlin,Budget
2 esclaes,Vol direct,Air France,JetBlue Airways,London,Moscow,2023-07-18,2023-07-27,03:52:00,04:11:00,18:22:00,20:42:00,574,19,140,Summer,Moscow - London,Premium
2 esclaes,1 escale,Finnair,KLM Royal Dutch Airlines,Stockholm,Marrakech,2023-05-25,2023-06-11,03:22:00,16:50:00,10:28:00,12:10:00,768,808,102,Spring,Marrakech - Stockholm,Premium
2 esclaes,2 escales,Ryanair,AirAsia,Stockholm,Sydney,2023-03-25,2023-04-23,02:02:00,07:37:00,06:47:00,22:48:00,289,335,961,Spring,Sydney - Stockholm,Standard
1 esclae,2 escales,Singapore Airlines,Finnair,New York,Moscow,2023-02-21,2023-06-11,02:02:00,01:09:00,02:49:00,16:12:00,810,53,803,Winter,Moscow - New York,Premium
1 esclae,2 escales,China Eastern Airlines,Air France,Cairo,Rome,2023-07-31,2023-08-01,02:22:00,03:56:00,09:24:00,20:24:00,612,94,660,Summer,Rome - Cairo,Premium
1 esclae,2 escales,KLM Royal Dutch Airlines,Qatar Airways,Istanbul,Rio de Janeiro,2023-05-06,2023-06-02,03:57:00,14:32:00,03:13:00,22:19:00,88,635,1146,Spring,Rio de Janeiro - Istanbul,Budget
1 esclae,1 escale,Royal Air Maroc,Finnair,Dublin,Tokyo,2023-01-20,2023-07-10,01:27:00,14:50:00,14:53:00,21:56:00,973,803,423,Winter,Tokyo - Dublin,Premium
1 esclae,1 escale,Ryanair,Air Canada,Paris,Delhi,2023-06-27,2023-07-20,06:52:00,11:08:00,11:56:00,22:21:00,683,256,625,Summer,Delhi - Paris,Premium
Vol direct,2 escales,Japan Airlines,Qantas,Amsterdam,Istanbul,2023-06-01,2023-07-29,03:22:00,09:16:00,20:04:00,23:07:00,73,354,183,Summer,Istanbul - Amsterdam,Budget
1 esclae,2 escales,Cathay Pacific,Etihad Airways,Moscow,Athens,2023-05-15,2023-06-08,03:45:00,01:52:00,14:15:00,14:45:00,131,113,30,Spring,Athens - Moscow,Budget
Vol direct,Vol direct,ANA - All Nippon Airways,American Airlines,Berlin,New York,2023-05-28,2023-07-09,03:43:00,19:16:00,22:03:00,23:07:00,763,933,64,Spring,New York - Berlin,Premium
1 esclae,Vol direct,American Airlines,Air France,Barcelona,Fes,2023-05-06,2023-07-08,04:16:00,06:00:00,12:36:00,13:00:00,358,104,24,Spring,Fes - Barcelona,Standard
1 esclae,2 escales,Qantas,Southwest Airlines,Amsterdam,Berlin,2023-04-30,2023-06-29,04:40:00,13:02:00,03:52:00,14:04:00,651,502,612,Spring,Berlin - Amsterdam,Premium
1 esclae,Vol direct,JetBlue Airways,ANA - All Nippon Airways,Athens,Los Angeles,2023-03-06,2023-07-21,03:46:00,09:55:00,10:19:00,11:22:00,276,369,63,Spring,Los Angeles - Athens,Standard
1 esclae,1 escale,Qatar Airways,Lufthansa,Los Angeles,Moscow,2023-04-13,2023-06-23,06:53:00,10:15:00,05:55:00,13:13:00,903,202,438,Spring,Moscow - Los Angeles,Premium
Vol direct,2 escales,Ryanair,Royal Air Maroc,New York,Copenhagen,2023-05-10,2023-07-23,04:07:00,08:37:00,14:05:00,16:19:00,147,270,134,Spring,Copenhagen - New York,Budget
1 esclae,Vol direct,KLM Royal Dutch Airlines,Finnair,Tangier,Rio de Janeiro,2023-07-19,2023-07-24,05:38:00,08:29:00,06:52:00,20:51:00,652,171,839,Summer,Rio de Janeiro - Tangier,Premium
1 esclae,Vol direct,China Eastern Airlines,Singapore Airlines,Los Angeles,Rio de Janeiro,2023-03-10,2023-07-22,01:05:00,19:40:00,03:43:00,05:08:00,853,1115,85,Spring,Rio de Janeiro - Los Angeles,Premium
1 esclae,Vol direct,Cathay Pacific,Qantas,Los Angeles,Fes,2023-07-13,2023-07-17,04:37:00,16:47:00,05:04:00,11:25:00,381,730,381,Summer,Fes - Los Angeles,Standard
2 esclaes,1 escale,Royal Air Maroc,Air France,New York,Delhi,2023-01-19,2023-04-26,03:28:00,02:00:00,00:55:00,11:09:00,114,88,614,Winter,Delhi - New York,Budget
